Id,winPlacePerc
c9ce5e5749758a,0.3224555909633636
262418e6a1fd89,0.16602540612220765
1fdaad049557d9,0.3224555909633636
cb1761d22b957e,0.286275526881218
1b86424e60c2e8,0.5588865578174591
8baccf6d9344cf,0.18519453853368759
2d6cca8017d667,0.11140982508659363
fee59f6436380e,0.011953805014491085
97019a33c76486,0.581719696521759
16db788e2207a4,0.38894374966621403
f18abd04af40ec,0.2230359435081482
1dd59a6ef0b0de,0.03223573565483093
a1410e252d3e4d,0.7465863049030304
16ca269cb75432,0.7865548372268677
3b834fd06fc853,0.6625196576118468
c3460cd36675e1,0.18965914845466614
7990f2f1dd43c8,0.4846283435821533
d1b7b3a65328ef,0.1558769091963768
451c8d2b6c8929,0.5182886183261871
5fd355e503bd9d,0.052009283751249316
042295a70eb994,0.8559940576553344
af05f12f3eb09b,0.1625875562429428
6abde632da67dd,0.05431888252496719
0999e8e184db9a,0.02182104140520096
ebb53b6007a419,0.5601295113563537
7106325ae51e6d,0.06889046020805836
445a2eec828ce8,0.25691511631011965
72eab052b595ba,0.07084163166582584
840acfce4c1d8d,0.3643030107021332
2dbb3ef3bd5382,0.49394421577453607
68dd8fb262d19d,0.09255012571811676
692d4c4605fe01,0.5877732157707215
9d5cbdb2679dbc,0.5373102784156799
7013002bcd8dd7,0.41680657863616943
0884b643d4ddc0,0.032456604018807414
d04f940806887f,0.15726390182971955
c96b1788afec66,0.12366058081388473
4b4828b9ac7d1b,0.8829230785369873
fa22d1d7d0c30f,0.5870936155319214
f163bc0f851a61,0.3400794088840484
88514891b3ac87,0.8170562624931336
66896a92bea9f2,0.7480152249336243
05adef9fa4b9c1,0.31386521458625793
24a5641b380be4,0.12882224470376968
bd5219835bf798,0.2917889833450317
b9d916bda9c47d,0.1054745126515627
33d4df00563a61,0.2689006209373474
57d549dbb9c81d,0.8259885430335998
e06081cbf6caa3,0.2634057641029358
f5905ecdcacf33,0.6228470504283905
f883ce197a9a1d,0.07716814056038857
138fbdb930c791,0.6565074801445007
47645f7b7e0d52,1.1373419046401976
6214beab56baef,0.5416527032852173
55ef8a922d0cff,0.43640489578247066
0bfdaad61e1b9e,0.6672986030578614
1b174c05c2a4ca,0.6788942933082581
e00ccb2b15fc8e,0.8671280145645142
43f1c20e99c946,0.2635304480791092
903a1b04edb9f4,0.1517683744430542
d92107244bc7f2,0.13746763467788697
835838eefd5308,0.02802886813879013
3f6b0e21f453c9,0.8506542444229126
be0f6a051a6a48,0.7937156081199646
b11b496e669d09,0.22742071747779846
f7cfcd1a8d778d,0.7667786598205567
59687cd76daf67,0.09942780882120132
dfe542320b3fef,0.4143108904361725
8c42137cb93f33,0.5343230307102204
dc76b229bd1a2f,0.018908952176570893
0f3e9e204907cc,0.2938350856304169
9e5d1a0f3cc63c,0.35480514764785764
57236df34e67f0,0.8010954976081848
c3cf3546cbefc6,0.31395132541656495
9a431bcd5ba7a0,0.1888615906238556
89aa5fe1294d66,0.5311433792114257
8155ac07ae0870,1.0211764097213745
307d824dfd1de1,0.2607141792774201
04a4d89f5bf531,0.031232459098100664
5d3e598f5ae9d8,0.4964741110801697
79f2c0bd226cac,0.6831175208091735
29e14b83ba53f6,0.8433146357536315
9284aee78f4e8e,0.018908952176570893
4585db2867ff78,0.6043576538562775
29a55dc941d50a,0.8490073084831238
83171836ad12c7,0.39276087880134586
6e687e3ed0b668,0.17601946741342545
1c235db980758c,0.35480514764785764
66e37983027a44,0.011953805014491085
e845aa75c3bc3e,0.44098192453384394
ecf1728f6400d9,0.1397390827536583
5fa7578c256edc,0.04567883014678955
2296840baeabbd,0.11545702815055847
7518c74d4e7a16,0.18207038044929505
0ab86fc41e3031,0.23217926323413848
9047aef576f53f,0.5316134572029113
a7725ac4135d6d,0.6459219098091125
290c7c5eefa8f7,0.3999021112918854
